	Text	Emotion
411	i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous	0
412	i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society	0
413	i feel shitty as fuck	3
414	i feel so invigorated by the sunshine	2
415	i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out	1
416	waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened	1
417	i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils	2
418	i feel like i want to punch him in his handsome face	2
419	i do when i feel guilty a href http douevenlift	3
420	i feel im being violent is i say no im not going to accept that and here are the consequences	0
421	i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me	2
422	i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife	2
423	i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue	0
424	i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous	2
425	i feel satisfied with it	2
426	ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal	3
427	i continue to spend hrs into not feeling envious can i really do it	0
428	i was also feeling unimportant	3
429	i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak	0
430	i feel drained at least now i have something to look forward to	3
431	i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable	0
432	i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful	2
433	i can never fall in love with anyone because my feelings make me too dangerous	0
434	ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long	1
435	im kind of feeling nervous and anxious about all the shit i have to do today	1
436	i execute the trick and work my dishwasher magic i feel so clever	2
437	ive posted a blog and i feel like thats unfortunate	3
