	Test text	Test emotions	Predicted emotions
359	im feeling generous im going to share them on my blog too	happy	happy
360	i get nothing and i really want to feel like if someone likes me for who i am not for my stubborn sister	anger	anger
361	i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u	anger	anger
362	i feel very reluctant talking about death	fear	fear
363	i have spent the last few weeks feeling sort of uncertain if you will	fear	fear
364	i feel incredibly nervous about it	fear	fear
365	i don t really like to shop for the most part but when i feel threatened that s when i want to spend	fear	fear
366	im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there	anger	anger
367	i kind of feel like im losing a part of myself as lame as that is to say	sadness	sadness
368	i feel heartbroken again i feel dead inside lost angry at myself	sadness	sadness
369	i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel	anger	anger
370	i can t help but feel troubled by this	sadness	sadness
371	i just don t feel i have it in me to get out of bed i can will the dull throbbing of hopelessness to give way and let forth a renewed sensed of hope reflect back on my accomplishments and dig up the inner strength i ve worked so very hard to reestablish	sadness	sadness
372	i got that straight i realized that i was dealing with someone who was feeling insecure	fear	fear
373	i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition	sadness	sadness
374	i sit here at munching on vegetables hummus and ranch i am feeling very distraught	fear	fear
375	i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me	fear	fear
376	i can feel his impatient and i can t stop my body from giving him positive response	anger	anger
377	i wasnt very interested in it but it evoked the feeling of an earth grittily doomed by aliens quite well	sadness	sadness
378	i know there are days in which you feel distracted	anger	anger
379	i have a feeling that its something ive missed because it shouldnt be that tedious	sadness	sadness
380	i hemmed and hawed over it and finally decided to fight it since the thought of it left me feeling so outraged and unjust	anger	anger
381	"Believing that he had no ` right "" to be angry over this mishap , Matthew retreated to his bedroom , took out a penknife and cut a painful slit in his own h"	anger	anger
382	i feel utterly dismayed that our favourite lloyd grossman product has been ditched	sadness	sadness
383	i have writer s block or feel too apprehensive about writing the next scene i copy and paste the part i m at into a new document so i can write freely without feeling that it s set in stone in my saved manuscript	fear	fear
384	i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away	fear	anger
385	i made justin feel pretty miserable last night im sure	sadness	sadness
386	i feel hateful to have given up my friendship with that woman and a couple of others for the same reasons to admit defeat and let my husband make me feel so insecure that i feel the need to avoid her cut her out of my life so that my securities is not challenged	anger	fear
387	i find it hard to feel jolly when throngs of people around me are so lost in the fervor of getting stuff that they cant see their heart for the green in their wallet encouraged by the constant barrage and pressure from every angle to shop here and buy more	happy	happy
388	i feel so betrayed and humiliated	sadness	sadness
389	i have worked really hard to make this blog a place where you would like to be and feel welcomed and hopefully inspired	happy	happy
390	im okay but feeling a little apprehensive as my dad has a minor operation today	fear	fear
391	i feel have shown me that timing is veery important	happy	happy
